author,authordescription,authorfavouritecount,authorfollowercount,authorfriendcount,authorid,authorimageurl,authorlang,authorlocation,authorname,authortimezone,authorurl,body,deviceinfo,docid,doclatitude,doclongitude,isretweet,referenceauthor,referenceauthorid,publisheddatetime,publisheddatetimestr,tags,listoflinks,mentionedusernames,mentionedusers,retweetcount
yogananda_India,Farmer by birth Follower of Pavan Kalyan,15856,65,21,2533239161,http://pbs.twimg.com/profile_images/1034440393746608128/ZBZ8TyLG_normal.jpg,en,India,S.Yogananda Indian,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360794E18,,,1,,,1851474747,"2 September, 2018 2:32:27 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
ArunKasa,"janasenani follower???
jai hind!!",1477,50,541,9.4152199E17,http://pbs.twimg.com/profile_images/1035909943562358787/2Eu_UGg9_normal.jpg,en,"Kurnool, India",Kasa arun kumar,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360793E18,,,1,,,1851474740,"2 September, 2018 2:32:20 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
cthotarocks160,"?ié hãrd fãn øf pøwêr ?tãr??
?tú?ýiñg ín f?éé chãitânyâ ß?høøl??
jãi pãwáni?m??
b?othér of bommali
last becher 
mca(middle class abbai)",180,8,78,7.8768592E17,http://pbs.twimg.com/profile_images/1013402779010809859/lu8YOFhq_normal.jpg,en,"Vijayawada, India",Sai Charan,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360793E18,,,1,,,1851474738,"2 September, 2018 2:32:18 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
siddhuvenkat721,,11973,1717,69,8.3030081E17,http://pbs.twimg.com/profile_images/1039348903152246784/FSShCWRa_normal.jpg,en,,TREND SETTER SIDDHU,,https://t.co/CV2Vp9KpZC,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360793E18,,,1,,,1851474736,"2 September, 2018 2:32:16 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
sumanth08497,,4165,114,100,3159552668,http://pbs.twimg.com/profile_images/1034434313071128576/ccGtRpAl_normal.jpg,en,,Sumanth Karanam,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360793E18,,,1,,,1851474730,"2 September, 2018 2:32:10 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
sankar_aalla,Devote of @pawankalyan,14816,124,255,8.8115274E17,http://pbs.twimg.com/profile_images/1034426725453594626/G2eskCyI_normal.jpg,en,"Nuzvid, India",Sankar,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360793E18,,,1,,,1851474724,"2 September, 2018 2:32:04 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
mickey7__,Bad boy but having good qualities,1180,28,77,8.1689316E17,http://pbs.twimg.com/profile_images/1034435015138893824/EHbQ-XO0_normal.jpg,en,"Nandigama, Andhra Pradesh",Mickey,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360793E18,,,1,,,1851474719,"2 September, 2018 2:31:59 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
SaifAliSowdagar,,1329,30,191,7.0674129E17,http://pbs.twimg.com/profile_images/706762579142553600/jA7ZZVs-_normal.jpg,en,,Saif Ali,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360792E18,,,1,,,1851474715,"2 September, 2018 2:31:55 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
Iamsekhar143,janasena party member give a missed call to be a member of janasena |9394022222,3459,81,101,1.002539E18,http://pbs.twimg.com/profile_images/1034425898609471489/pag-WEU7_normal.jpg,en,,Sekhar Ethakota,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360792E18,,,1,,,1851474712,"2 September, 2018 2:31:52 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
SaiYadav88,,420,12,29,9.3884492E17,http://pbs.twimg.com/profile_images/1034426707506122752/I4vTFkP6_normal.jpg,en,,Sai Yadav,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360792E18,,,1,,,1851474709,"2 September, 2018 2:31:49 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
CharanR65545644,,297,15,26,1.0177784E18,http://pbs.twimg.com/profile_images/1030599805678977026/CRgsl-07_normal.jpg,en,,$@*+/?,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360792E18,,,1,,,1851474701,"2 September, 2018 2:31:41 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
GDevarapu,,0,7,24,1.0360748E18,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,en,,Ganesh Naidu Devarapu,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360792E18,,,1,,,1851474695,"2 September, 2018 2:31:35 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
obulesh257,Chushindi chalu..... Inka Pakkaki mingeyy..??,5448,190,290,8.9491066E17,http://pbs.twimg.com/profile_images/1034426264826785792/oSxk9Jyr_normal.jpg,en,college,sanjay sahu,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360792E18,,,1,,,1851474693,"2 September, 2018 2:31:33 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
mohanumpraneeth,"hUgE fAn Of pOwEr StAr PaWaN kAlYaN
follows ?@PawanKalyan?",8921,69,69,7.9130277E17,http://pbs.twimg.com/profile_images/1034426258392666112/DBluyHu1_normal.jpg,en,"Rajahmundry, India",PraneethMP,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360791E18,,,1,,,1851474690,"2 September, 2018 2:31:30 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
Minnu_PSPK,@PawanKalyan is My Everything ?,21,4,1,1.0358957E18,http://pbs.twimg.com/profile_images/1035896333951938560/t5G3rTO-_normal.jpg,en,"Hyderabad, India",Minnu,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360791E18,,,1,,,1851474685,"2 September, 2018 2:31:25 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
Pk16907,,1097,7,191,9.3501413E17,http://pbs.twimg.com/profile_images/959418466380914695/qdbUnrD9_normal.jpg,en,,Praveen Kumar,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360791E18,,,1,,,1851474680,"2 September, 2018 2:31:20 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
TarakSunny1,,9,13,110,1.0354987E18,http://pbs.twimg.com/profile_images/1035499311533043712/6WDN_Hvm_normal.jpg,en,,Tarak Sunny,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.036079E18,,,1,,,1851474663,"2 September, 2018 2:31:03 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
_MarkChe,The true revolutionary is guided by a great feeling of love. It is impossible to think of a genuine revolutionary lacking this quality. #Cheguvera..,14843,110,82,8.2283226E17,http://pbs.twimg.com/profile_images/1037908013749743616/rocOSW-i_normal.jpg,en,"Andhra Pradesh, India",MARK_JSPK,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.036079E18,,,1,,,1851474660,"2 September, 2018 2:31:00 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
pushpa_lekha,Foodie.,2803,1,156,9.8451332E17,http://pbs.twimg.com/profile_images/990279559680479232/Sh8mJXkJ_normal.jpg,en,"???????, ????",Pushpa lekha,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.036079E18,,,1,,,1851474660,"2 September, 2018 2:31:00 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
ImamKalyan,?????? ???????? ?????????? ??????? ?????? ?????? ???? ??????? ?????? ??????,3067,472,54,9.8979651E17,http://pbs.twimg.com/profile_images/1036846395251146752/bC95nb3I_normal.jpg,en,Kuwait,????? ?? ?????????? ?,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.036079E18,,,1,,,1851474658,"2 September, 2018 2:30:58 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
Manasena_,Work for pawan kalyan,9542,1505,927,9.8858156E17,http://pbs.twimg.com/profile_images/1036973260725006336/5t_siLZ8_normal.jpg,en,Bangalore,Anjali ? PSPK fan,,,"Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360789E18,,,0,,,1851474642,"2 September, 2018 2:30:42 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,,,213
SaiKiran8885,"My name is Sai ,My god  is Pawan Kalyan",42264,157,945,7.8287658E17,http://pbs.twimg.com/profile_images/1035230304942751744/vv3JdvwB_normal.jpg,en,"Andhra Pradesh, India",Sai Teja,,,RT @shalinipandey93: Happy one year to us @TheDeverakonda #ArjunReddy @imvangasandeep @eyrahul https://t.co/WiEemLayFz,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360779E18,,,1,,,1851474402,"2 September, 2018 2:26:42 AM GMT",ArjunReddy,,Shalini;Vijay Deverakonda;Sandeep Reddy Vanga;Rahul Ramakrishna,shalinipandey93;TheDeverakonda;imvangasandeep;eyrahul,135
GirFarmshyd,,120,2,3,8.2980051E17,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,en,,Gir Farms,,,"RT @TheDeverakonda: 1 year! 

Until next time me and @imvangasandeep meet, you'll have to make do with this. #ArjunReddy

P.S. This was the…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1.0360764E18,,,1,,,1851474042,"2 September, 2018 2:20:42 AM GMT",ArjunReddy,,Vijay Deverakonda;Sandeep Reddy Vanga,TheDeverakonda;imvangasandeep,3204
NelizarKhan,,63770,1585,2077,839845850,http://pbs.twimg.com/profile_images/902892591825403904/0dKE1MJU_normal.jpg,id,indonesia jakarta barat,Nelizar Khan,,,"RT @iFaridoon: .@shahidkapoor talks about #ArjunReddy, becoming father the second time around and a lot more while answering fan questions.…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360756E18,,,1,,,1851473839,"2 September, 2018 2:17:19 AM GMT",ArjunReddy,,Faridoon Shahryar;Shahid Kapoor,iFaridoon;shahidkapoor,58
HussianMohmeed,,2492,36,102,8.637654E17,http://pbs.twimg.com/profile_images/1027775098105675776/aeCkFU5B_normal.jpg,en,,Mohmeed Hussian,,,"RT @iFaridoon: .@shahidkapoor talks about #ArjunReddy, becoming father the second time around and a lot more while answering fan questions.…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360744E18,,,1,,,1851473561,"2 September, 2018 2:12:41 AM GMT",ArjunReddy,,Faridoon Shahryar;Shahid Kapoor,iFaridoon;shahidkapoor,58
RupeshShakya12,,1342,42,197,1.0350348E18,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,en,,Rupesh Shakya,,,"RT @Shahid_Online: HD Video : In part 5 of #TalkingFilmsShahidChalu , @shahidkapoor answers fans questions,relating to #ArjunReddy , becomi…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360697E18,,,1,,,1851472435,"2 September, 2018 1:53:55 AM GMT",TalkingFilmsShahidChalu;ArjunReddy,,Shahid Kapoor Online ?;Shahid Kapoor,Shahid_Online;shahidkapoor,35
manizhesk,"A Poet , Creator Girl , Graduate Of Law , Miss Lawyer In Future , Lover Of Nature & Books , I'm A Proud Shanatic , Lover Of @shahidkapoor ?",22351,1432,62,2888355914,http://pbs.twimg.com/profile_images/1028327811671633921/LtwzsS_0_normal.jpg,fa,?????? ?????? ?????,Manizhe_IRAN,,,"RT @shahidkapoorFC: HD VIDEO - #TalkingFilmsShahidChalu  ( Part 5 ) 
?? @shahidkapoor answers fan questions & talks about #BattiGulMeterCha…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360665E18,,,1,,,1851471673,"2 September, 2018 1:41:13 AM GMT",TalkingFilmsShahidChalu,,Shahid Kapoor FC ?;Shahid Kapoor,shahidkapoorFC;shahidkapoor,34
manizhesk,"A Poet , Creator Girl , Graduate Of Law , Miss Lawyer In Future , Lover Of Nature & Books , I'm A Proud Shanatic , Lover Of @shahidkapoor ?",22351,1432,62,2888355914,http://pbs.twimg.com/profile_images/1028327811671633921/LtwzsS_0_normal.jpg,fa,?????? ?????? ?????,Manizhe_IRAN,,,"RT @Shahid_Online: HD Video : In part 5 of #TalkingFilmsShahidChalu , @shahidkapoor answers fans questions,relating to #ArjunReddy , becomi…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360664E18,,,1,,,1851471655,"2 September, 2018 1:40:55 AM GMT",TalkingFilmsShahidChalu;ArjunReddy,,Shahid Kapoor Online ?;Shahid Kapoor,Shahid_Online;shahidkapoor,35
manizhesk,"A Poet , Creator Girl , Graduate Of Law , Miss Lawyer In Future , Lover Of Nature & Books , I'm A Proud Shanatic , Lover Of @shahidkapoor ?",22351,1432,62,2888355914,http://pbs.twimg.com/profile_images/1028327811671633921/LtwzsS_0_normal.jpg,fa,?????? ?????? ?????,Manizhe_IRAN,,,"RT @iFaridoon: .@shahidkapoor talks about #ArjunReddy, becoming father the second time around and a lot more while answering fan questions.…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.036064E18,,,1,,,1851471089,"2 September, 2018 1:31:29 AM GMT",ArjunReddy,,Faridoon Shahryar;Shahid Kapoor,iFaridoon;shahidkapoor,58
mymindvoice,??????????? ??????????!,585,17227,315,1703345983,http://pbs.twimg.com/profile_images/1027401254694264832/akycecda_normal.jpg,en,??????????????? ?????????????,?????????,,https://t.co/EDgpc9mISe,@SettuOfficial #Arjunreddy for life ???,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.0360594E18,,,0,SettuOfficial,395888226,1851469985,"2 September, 2018 1:13:05 AM GMT",Arjunreddy,,????? ??????,SettuOfficial,0
GarafaNovac,"@shahidkapoor #Shahid #Misha #Mira my family ?
#Shanatics my friends ?",7941,96,171,9.8193556E17,http://pbs.twimg.com/profile_images/1038656414531682305/PvnAItDg_normal.jpg,it,Italia,Garafa ?BGMC21?,,,"RT @Shahid_Online: HD Video : In part 5 of #TalkingFilmsShahidChalu , @shahidkapoor answers fans questions,relating to #ArjunReddy , becomi…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360428E18,,,1,,,1851466019,"2 September, 2018 12:06:59 AM GMT",TalkingFilmsShahidChalu;ArjunReddy,,Shahid Kapoor Online ?;Shahid Kapoor,Shahid_Online;shahidkapoor,35
GarafaNovac,"@shahidkapoor #Shahid #Misha #Mira my family ?
#Shanatics my friends ?",7941,96,171,9.8193556E17,http://pbs.twimg.com/profile_images/1038656414531682305/PvnAItDg_normal.jpg,it,Italia,Garafa ?BGMC21?,,,"RT @shahidkapoorFC: HD VIDEO - #TalkingFilmsShahidChalu  ( Part 5 ) 
?? @shahidkapoor answers fan questions & talks about #BattiGulMeterCha…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360426E18,,,1,,,1851465979,"2 September, 2018 12:06:19 AM GMT",TalkingFilmsShahidChalu,,Shahid Kapoor FC ?;Shahid Kapoor,shahidkapoorFC;shahidkapoor,34
vemurirajesh71,"Physical Therapist, gym rat, learner and Peace seeker.",5198,73,243,98818138,http://pbs.twimg.com/profile_images/988518648733106178/3fNeX03h_normal.jpg,en,USA,Rajesh Vemuri DPT PT,,,"@imvangasandeep @PawanKalyan looks right time brother! Rock the Bollywood with your Magic #ArjunReddy Reddy, Waiting for many more!!","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1.0360243E18,,,0,imvangasandeep,9.0255951E17,1851461626,"1 September, 2018 10:53:46 PM GMT",ArjunReddy,,Sandeep Reddy Vanga;Pawan Kalyan,imvangasandeep;PawanKalyan,1
Shahid_SuperFan,"Cinephile ? | @shahidkapoor 's Loyal Shanatic till the end ?? | Admin:@Shahid_Loverz | Dog Lover ?| reckless, moody, bipolar & antisocial??| #GoT Fanboy??| ?",17451,604,191,4396217293,http://pbs.twimg.com/profile_images/1036492864769990656/tzA35E9d_normal.jpg,en,"New Delhi, Delhi",Prateek?Shahid’s SuperFan??,,https://t.co/BGulPrvA43,"RT @Shahid_Online: HD Video : In part 5 of #TalkingFilmsShahidChalu , @shahidkapoor answers fans questions,relating to #ArjunReddy , becomi…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.0360236E18,,,1,,,1851461454,"1 September, 2018 10:50:54 PM GMT",TalkingFilmsShahidChalu;ArjunReddy,,Shahid Kapoor Online ?;Shahid Kapoor,Shahid_Online;shahidkapoor,35
Amir27000,?,3843,25,148,9.4211116E17,http://pbs.twimg.com/profile_images/942313638311886848/68U6HUpT_normal.jpg,en,Riyadh,Amir-,,,"RT @Shahid_Online: HD Video : In part 5 of #TalkingFilmsShahidChalu , @shahidkapoor answers fans questions,relating to #ArjunReddy , becomi…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360208E18,,,1,,,1851460789,"1 September, 2018 10:39:49 PM GMT",TalkingFilmsShahidChalu;ArjunReddy,,Shahid Kapoor Online ?;Shahid Kapoor,Shahid_Online;shahidkapoor,35
iFaridoon,"Journalist based in Mumbai, India, who believes in credible infotainment. Works at Bollywood Hungama. Views are personal. RTs are not endorsements.",8559,115242,337,1217017676,http://pbs.twimg.com/profile_images/1024516306551406592/LXwLqogn_normal.jpg,en,"Mumbai, India",Faridoon Shahryar,,,"RT @Shahid_Online: HD Video : In part 5 of #TalkingFilmsShahidChalu , @shahidkapoor answers fans questions,relating to #ArjunReddy , becomi…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.03602E18,,,1,,,1851460597,"1 September, 2018 10:36:37 PM GMT",TalkingFilmsShahidChalu;ArjunReddy,,Shahid Kapoor Online ?;Shahid Kapoor,Shahid_Online;shahidkapoor,35
imrankingkhan7,"im srk's biggest FAN 
saw him more then 10 times and met him one time on his Birthday",7367,135,58,971448085,http://pbs.twimg.com/profile_images/808573866645721088/JS6AiPEu_normal.jpg,en,"Shivaji Nagar, Bengaluru",imran king khan,,,"RT @iFaridoon: .@shahidkapoor talks about #ArjunReddy, becoming father the second time around and a lot more while answering fan questions.…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360095E18,,,1,,,1851458092,"1 September, 2018 9:54:52 PM GMT",ArjunReddy,,Faridoon Shahryar;Shahid Kapoor,iFaridoon;shahidkapoor,58
rajeshtella2,,5772,60,69,3830959218,http://pbs.twimg.com/profile_images/956211823673561088/R2CuN8_F_normal.jpg,en,India,Rajesh RAJ'S PspK,,,"RT @TheDeverakonda: 1 year! 

Until next time me and @imvangasandeep meet, you'll have to make do with this. #ArjunReddy

P.S. This was the…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1.0359972E18,,,1,,,1851455166,"1 September, 2018 9:06:06 PM GMT",ArjunReddy,,Vijay Deverakonda;Sandeep Reddy Vanga,TheDeverakonda;imvangasandeep,3204
khawaja_sameen,Born to be a SRK fan. my childhood crush. Grew up watching him. Die heart fan. my last wish before I die is to meet SRK. ?,540951,125,336,1499337384,http://pbs.twimg.com/profile_images/852755018201440257/ig_l7u7F_normal.jpg,en,,?SRK Ki Deewani ?,,,"RT @iFaridoon: .@shahidkapoor talks about #ArjunReddy, becoming father the second time around and a lot more while answering fan questions.…","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1.0359927E18,,,1,,,1851454073,"1 September, 2018 8:47:53 PM GMT",ArjunReddy,,Faridoon Shahryar;Shahid Kapoor,iFaridoon;shahidkapoor,58
